운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
724,604,UC1GKIZUK96pucS3cmvzuLSQ,버더기,음악·보이스형,성우더빙,20200.0,6459.7,0.0513079865390115,0.5887178151187906,0.5098812095032398,0.5,0.7953563714902808,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.589, 채널력=0.510, 성장성=0.500, 팬밀도=0.795, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 7단계 하락 / 최종점수 -0.001
725,605,UCo4HSKAFddVOMQgYxsg5aNg,두뭉,버츄얼 퍼포먼스형,버튜버,21000.0,3761.3,0.0379743493484576,0.5882583818574514,0.5848812095032397,0.5,0.6722462203023758,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.588, 채널력=0.585, 성장성=0.500, 팬밀도=0.672, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 10단계 하락 / 최종점수 -0.002
726,607,UCylzl5EMsHKCMeUe2TLKLKA,서넹,음악·보이스형,성우더빙,606000.0,34524.7,0.0178546745757459,0.5880951162306378,0.8800080993520518,0.5240247631668828,0.3077753779697624,0.4203721168874098,0.9,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.588, 채널력=0.880, 성장성=0.524, 팬밀도=0.308, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 상승 / 최종점수 -0.000 / 성장성 +0.000
727,609,UCJundLkbjldzL60kFfKm1vQ,급식왕,버츄얼 퍼포먼스형,버튜버,1510000.0,28467.4,0.0260245981851225,0.5877405890324993,0.7913606911447084,0.3397693908441129,0.4681425485961123,0.6567629790211136,0.9,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.588, 채널력=0.791, 성장성=0.340, 팬밀도=0.468, 라이브=0.657, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 248단계 상승 / 최종점수 +0.028 / 성장성 +0.000
728,610,UCBREEK5jXxDOgBD4yKNhJgQ,하땃쥐 Hatachi,버츄얼 퍼포먼스형,버튜버,57200.0,11369.6,0.0443102282318253,0.5875590220932685,0.4684800215982722,0.5332163954902244,0.7381209503239741,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.588, 채널력=0.468, 성장성=0.533, 팬밀도=0.738, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 9단계 하락 / 최종점수 -0.002 / 성장성 +0.000
729,612,UCLlKo6wwcd7NvsBNW4bHCEA,이셋_222,,커버기타,1770.0,4778.7,0.0500627782243645,0.5874390873907394,0.3829373650107991,0.5558859884609824,0.7856371490280778,0.4203721168874098,0.98376,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.587, 채널력=0.383, 성장성=0.556, 팬밀도=0.786, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 2단계 상승 / 최종점수 -0.000 / 성장성 +0.000
730,613,UCijSk9vvIsgi8HQrtVEaHjA,오눌오눌,음악·보이스형,ASMR,261000.0,499594.3,0.0179255232938775,0.5872052965060033,0.8741360691144708,0.4786077504200007,0.3083153347732181,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.587, 채널력=0.874, 성장성=0.479, 팬밀도=0.308, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 21단계 상승 / 최종점수 +0.002 / 성장성 +0.000
731,615,UCa7cgzY00Syf-68_rtKnH1Q,사우리스,,버튜버편집자전향,1180.0,811.4,0.0678744306115272,0.5868780339759267,0.3251889848812094,0.4820638646484374,0.8887688984881209,0.4203721168874098,0.99272,보류,False,,팬밀도 상위권,상위 세그먼트 불명확,"최종=0.587, 채널력=0.325, 성장성=0.482, 팬밀도=0.889, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 3단계 상승 / 최종점수 -0.000 / 성장성 +0.000
732,617,UCEkIcTCVgNe1RT-fmp-MEQA,몽글 MONGLE ASMR,음악·보이스형,ASMR,49400.0,21550.3,0.0408215792062324,0.5867732103962087,0.5117035637149028,0.5172369075564182,0.7116630669546437,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.587, 채널력=0.512, 성장성=0.517, 팬밀도=0.712, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 4단계 하락 / 최종점수 -0.001 / 성장성 -0.000
733,618,UCJ-ijwFjqHZqbV2ywBzVqxg,이방지,,서브컬쳐게임,2400.0,8884.7,0.0206062692718798,0.5866799515884031,0.5647948164146868,0.4141898586128645,0.3606911447084233,0.9688418648647782,0.99272,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.587, 채널력=0.565, 성장성=0.414, 팬밀도=0.361, 라이브=0.969, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 113단계 상승 / 최종점수 +0.014 / 성장성 +0.000
734,620,UCN2nliQqJBQUPco1RL10rkQ,야묘,창작·비주얼형,일러스트리깅,8200.0,1175.1,0.0840227098258366,0.5866628458445083,0.4563984881209503,0.2003346173665392,0.9341252699784016,0.6310261746667993,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.587, 채널력=0.456, 성장성=0.200, 팬밀도=0.934, 라이브=0.631, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 8단계 하락 / 최종점수 -0.001 / 성장성 -0.000
735,621,UCuiMya2iL2vgNECCE4Ha4sA,하비,게임 실황형,명일방주,20100.0,5704.9,0.0136350941372106,0.586621371130314,0.6142008639308856,0.4839094448294431,0.2014038876889848,0.9446245414779896,1.0,보류,False,,라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.587, 채널력=0.614, 성장성=0.484, 팬밀도=0.201, 라이브=0.945, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 23단계 상승 / 최종점수 +0.002 / 성장성 +0.000
736,622,UCOWNq7GvkGem0Ztqo5I2qkQ,칠칠복,창작·비주얼형,코스프레,6600.0,3229.3,0.0787852945055296,0.5865959643467424,0.4539281857451404,0.3237963820943468,0.9227861771058316,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.587, 채널력=0.454, 성장성=0.324, 팬밀도=0.923, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 하락 / 최종점수 -0.000 / 성장성 +0.000
737,623,UCRamIU-v2CiERMLJvd3o51Q,우령의 유디오,버츄얼 퍼포먼스형,버튜버,191000.0,95642.7,0.0287315079344698,0.5864201452152394,0.715172786177106,0.4718294208332708,0.5183585313174947,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.586, 채널력=0.715, 성장성=0.472, 팬밀도=0.518, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 17단계 하락 / 최종점수 -0.002 / 성장성 -0.000
738,624,UCVTo0r-JVedl9uez4FgQbaA,떠리 Toree Eats,음악·보이스형,ASMR보이스,3330.0,2271.8,0.0487632719664615,0.5863220967602591,0.4724082073434125,0.5,0.7759179265658748,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.586, 채널력=0.472, 성장성=0.500, 팬밀도=0.776, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 8단계 하락 / 최종점수 -0.001
739,625,UCBFShq-4BW5OvZAOn31rPgg,리큐아 LIQ:A,음악·보이스형,애니송커버,4710.0,641.6,0.056869045810695,0.58626377476173,0.3179670626349892,0.5351738784082873,0.8342332613390929,0.4203721168874098,0.99104,보류,False,,팬밀도 상위권,주요 자동 리스크 낮음,"최종=0.586, 채널력=0.318, 성장성=0.535, 팬밀도=0.834, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",최종점수 -0.000 / 성장성 -0.000
740,628,UCbGzx_o1C09y742e1p6XyDg,라꼬미,버츄얼 퍼포먼스형,버튜버,21900.0,7022.1,0.0513195732567788,0.5859583439121999,0.4081128509719222,0.5295360962165843,0.7958963282937365,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.586, 채널력=0.408, 성장성=0.530, 팬밀도=0.796, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 1단계 하락 / 최종점수 -0.001 / 성장성 +0.000
741,629,UCX89LgqjWIUgd8mtkzh8HQw,포카넷 POKANET,게임 실황형,발로란트,26000.0,221.4,0.0495528034910131,0.5859413320835044,0.241212203023758,0.4642615532370117,0.7818574514038877,0.739983821353727,0.99104,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.586, 채널력=0.241, 성장성=0.464, 팬밀도=0.782, 라이브=0.740, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 20단계 하락 / 최종점수 -0.002 / 성장성 -0.001
742,631,UCG70O1umzfgPpDs8sBJtvVw,고뇨,게임 실황형,니케,89400.0,44033.2,0.0238132559138462,0.5856374454654634,0.7885259179265658,0.4499077733159438,0.4233261339092872,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.586, 채널력=0.789, 성장성=0.450, 팬밀도=0.423, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 83단계 상승 / 최종점수 +0.011 / 성장성 +0.001
743,632,UCscL0E82anT7mtoQjJTV6Mg,후추,버츄얼 퍼포먼스형,버튜버,287000.0,9180.2,0.0247234804636552,0.5855071625494668,0.6985691144708424,0.5069710177612812,0.4400647948164147,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.586, 채널력=0.699, 성장성=0.507, 팬밀도=0.440, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 13단계 하락 / 최종점수 -0.001 / 성장성 -0.000
744,633,UC92yIcbh-irFM6i0bVR2JRw,빛나비,버츄얼 퍼포먼스형,버튜버,2440.0,11985.7,0.043105413107455,0.5853628634989201,0.5139443844492441,0.5,0.7300215982721382,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.585, 채널력=0.514, 성장성=0.500, 팬밀도=0.730, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 30단계 하락 / 최종점수 -0.003
745,636,UCCiKOocVSjyb2rsbL_Aanhw,오형짱,,게임기타,103000.0,35260.3,0.0085608112269649,0.5852330597206793,0.8449784017278618,0.5150817558843247,0.1025917926565874,0.738474168723263,0.99272,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.585, 채널력=0.845, 성장성=0.515, 팬밀도=0.103, 라이브=0.738, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 375단계 상승 / 최종점수 +0.044 / 성장성 +0.000
746,637,UCtNHxaCxIaEAonM2GhOPENQ,비유,창작·비주얼형,코스프레,9920.0,352247.4,0.0139243523816717,0.5851745886652787,0.8740010799136069,0.5503721153516927,0.2078833693304535,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.585, 채널력=0.874, 성장성=0.550, 팬밀도=0.208, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 하락 / 최종점수 -0.000 / 성장성 +0.000
747,638,UCu3zzPrlFqmURMCruvm-slA,하냥대 97학번,음악·보이스형,ASMR보이스,2160.0,63971.0,0.0410913131891756,0.5850123090645105,0.4987176025917927,0.4824457187522196,0.714902807775378,0.4203721168874098,0.99104,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.585, 채널력=0.499, 성장성=0.482, 팬밀도=0.715, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 7단계 하락 / 최종점수 -0.001 / 성장성 +0.000
748,641,UCiJJ8ufcPSKXQyk7gRjYWvQ,수면은 현도진,음악·보이스형,ASMR보이스,2780.0,1022.4,0.0407990288905061,0.5847594380690075,0.3982721382289416,0.5272738067580987,0.7111231101511879,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.585, 채널력=0.398, 성장성=0.527, 팬밀도=0.711, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 4단계 하락 / 최종점수 -0.000 / 성장성 +0.000
749,642,UCcYncif5z2ETil8i7ZSijdg,건반윤,,커버기타,132000.0,20314.0,0.0241967512125932,0.5846516585473011,0.8335448164146868,0.4331828339213956,0.4325053995680346,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.585, 채널력=0.834, 성장성=0.433, 팬밀도=0.433, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 18단계 하락 / 최종점수 -0.002 / 성장성 -0.000
750,643,UCzWOCqlGCTUzq1LFxLZ06tg,이써연,버츄얼 퍼포먼스형,버튜버,9270.0,229555.1,0.0357454335203448,0.584367113174946,0.640213282937365,0.5,0.6452483801295896,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.584, 채널력=0.640, 성장성=0.500, 팬밀도=0.645, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 5단계 하락 / 최종점수 -0.001
751,645,UCBGfpCkZOm-jrjHNVcEgzcg,뉴정,버츄얼 퍼포먼스형,버튜버,3050.0,7863.8,0.0379475015760756,0.5841957468682505,0.5669546436285097,0.5,0.67170626349892,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.584, 채널력=0.567, 성장성=0.500, 팬밀도=0.672, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 2단계 하락 / 최종점수 -0.000
752,646,UCi4AT5QzdTreiLFBGcSr-yg,하귤,음악·보이스형,커버,1110.0,2242.9,0.1381107503490303,0.5841184505399568,0.2199919006479481,0.5,0.9838012958963284,0.3960583153347732,0.99104,보류,False,,팬밀도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.584, 채널력=0.220, 성장성=0.500, 팬밀도=0.984, 라이브=0.396, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 17단계 상승 / 최종점수 +0.003
753,647,UC-EhkDaaFwkt-ek99H8EjTQ,토끼봄,,서브컬쳐게임,1360.0,224.0,0.0274356756757321,0.5840611930846499,0.2964632829373649,0.5376528324188162,0.4946004319654428,0.9180718848584238,0.99272,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.584, 채널력=0.296, 성장성=0.538, 팬밀도=0.495, 라이브=0.918, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 40단계 하락 / 최종점수 -0.004 / 성장성 -0.000
754,650,UCKr-25aGqGKsKLf20V0xpAw,알레타의 아틀리에,음악·보이스형,애니송커버,1150.0,92.9,0.0953892047413642,0.5836420595874594,0.1938849892008639,0.4946567808636465,0.9519438444924406,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.584, 채널력=0.194, 성장성=0.495, 팬밀도=0.952, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 24단계 상승 / 최종점수 +0.004 / 성장성 -0.000
755,651,UCIDorofbm-WDfzkbWRIsfqQ,윤흥주,,서브컬쳐게임,3010.0,1837.6,0.0217510002741721,0.5836340096504519,0.4504049676025918,0.5011663288928481,0.3855291576673866,0.9175222000070604,0.99272,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.584, 채널력=0.450, 성장성=0.501, 팬밀도=0.386, 라이브=0.918, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 5단계 하락 / 최종점수 -0.000 / 성장성 +0.000
756,652,UCbdJlv4s8mNBNHkuATKGSVw,별문 StarMun,음악·보이스형,ASMR보이스,173000.0,19580.3,0.0227295024320784,0.5836322354656518,0.7503779697624189,0.4837502430018991,0.4092872570194384,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.584, 채널력=0.750, 성장성=0.484, 팬밀도=0.409, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 40단계 상승 / 최종점수 +0.006 / 성장성 +0.001
757,653,UCnHsgz6xDAotXB9accUyMqw,녹차만두,음악·보이스형,애니송커버,9810.0,49693.2,0.0425890433358119,0.5834880634989201,0.5552240820734341,0.5,0.7262419006479481,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.583, 채널력=0.555, 성장성=0.500, 팬밀도=0.726, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 12단계 하락 / 최종점수 -0.001
758,654,UC-Jp4WHCXhxvWQ5Ab4JibJQ,벙구,창작·비주얼형,코스프레,650000.0,297851.0,0.0267099012454685,0.5834016808157444,0.723555615550756,0.5293161223376968,0.4821814254859611,0.4203721168874098,0.89104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.583, 채널력=0.724, 성장성=0.529, 팬밀도=0.482, 라이브=0.420, 실전성=0.891, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 75단계 상승 / 최종점수 +0.010 / 성장성 +0.001
759,655,UCZalo9OmKPp9omB1H8n3SWw,바보교주 서니언,버츄얼 퍼포먼스형,버튜버,2530.0,37.5,0.0525417267749391,0.583355498775326,0.3132289416846652,0.2790549978027252,0.8018358531317494,0.8660389635396776,1.0,보류,False,,팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.583, 채널력=0.313, 성장성=0.279, 팬밀도=0.802, 라이브=0.866, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 33단계 하락 / 최종점수 -0.003 / 성장성 -0.000
760,657,UCqsN5R2tfyn123Xmwb0I7iw,율신비 로블록스,버츄얼 퍼포먼스형,버튜버,15700.0,24371.0,0.0372791163012134,0.583141463590148,0.5343007559395249,0.5479570630146725,0.6646868250539957,0.3070734541831007,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.583, 채널력=0.534, 성장성=0.548, 팬밀도=0.665, 라이브=0.307, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 124단계 상승 / 최종점수 +0.015 / 성장성 +0.001
761,658,UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,,게임기타,108000.0,61544.0,0.0173907332797302,0.5826285196756311,0.9073704103671708,0.4769842200862894,0.2937365010799136,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.583, 채널력=0.907, 성장성=0.477, 팬밀도=0.294, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 84단계 상승 / 최종점수 +0.011 / 성장성 +0.001
762,659,UCqjlms7qGL3wXQ7d5keGGAQ,황산갈매기,게임 실황형,원신,10500.0,3587.7,0.0357661320156375,0.5825360449468358,0.32960313174946,0.5566875987394181,0.6457883369330454,0.6821799612643172,0.98208,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.583, 채널력=0.330, 성장성=0.557, 팬밀도=0.646, 라이브=0.682, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 77단계 상승 / 최종점수 +0.010 / 성장성 +0.000
763,660,UCsjWDTDwpK9lcX0qYp_Vzew,🌷이주연의 감성노트,음악·보이스형,ASMR보이스,10200.0,1211.8,0.0336425530190052,0.5825130675984516,0.467035637149028,0.5492244429207994,0.6042116630669546,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.583, 채널력=0.467, 성장성=0.549, 팬밀도=0.604, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 200단계 하락 / 최종점수 -0.022 / 성장성 +0.000 / 버킷 변경: 검증필요 → 보류
764,662,UCsn9jPBfk8Rn1Qj604QxFWA,블루보이,음악·보이스형,애니송커버,1050.0,443.6,0.0701140306354441,0.5822258610700406,0.2913876889848811,0.4562633458623745,0.8968682505399568,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.582, 채널력=0.291, 성장성=0.456, 팬밀도=0.897, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 51단계 하락 / 최종점수 -0.006 / 성장성 -0.000
765,663,UCv_PnBUl5Y88x04ujo8Je8w,채솔 chaesol,음악·보이스형,보컬로이드JPOP커버,5940.0,2015.7,0.0549545188948919,0.5822030362850972,0.4104886609071274,0.5,0.8191144708423326,0.3960583153347732,0.98432,보류,False,,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.582, 채널력=0.410, 성장성=0.500, 팬밀도=0.819, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 11단계 하락 / 최종점수 -0.000
766,664,UC8aUZ0T9qqx2f6AMfqIqbdg,이귤락,버츄얼 퍼포먼스형,버튜버,2420.0,4270.5,0.0870387465934988,0.5821161100773833,0.4286582073434125,0.3132273252699621,0.941144708423326,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.582, 채널력=0.429, 성장성=0.313, 팬밀도=0.941, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 16단계 하락 / 최종점수 -0.001 / 성장성 +0.000
767,665,UCGShkYu7YNojzmMWq5OtM4w,다햐,음악·보이스형,ASMR보이스,5740.0,13386.0,0.0382228698388335,0.581957786311785,0.5635934125269978,0.4506847342218902,0.6765658747300216,0.4203721168874098,0.99104,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.582, 채널력=0.564, 성장성=0.451, 팬밀도=0.677, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 12단계 하락 / 최종점수 -0.000 / 성장성 -0.000
768,666,UCnVSBeOu400BBuPw1uNwWlQ,그림멘탈선생 시니 SINI42,창작·비주얼형,일러스트리깅,89800.0,8438.0,0.0395334029098692,0.5818904634150164,0.4485826133909287,0.3944102743608166,0.6976241900647948,0.7302645988915241,0.98208,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.582, 채널력=0.449, 성장성=0.394, 팬밀도=0.698, 라이브=0.730, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 9단계 하락 / 최종점수 +0.000 / 성장성 -0.000
769,667,UCGiguhbTZ5BACC4ebcEzI8Q,빵지콩,게임 실황형,롤,1170.0,1021.7,0.0756494284617532,0.5816686476239117,0.3429940604751619,0.4018463848506674,0.911987041036717,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.582, 채널력=0.343, 성장성=0.402, 팬밀도=0.912, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 323단계 상승 / 최종점수 +0.039 / 성장성 -0.000
770,668,UCz9ITm653lkoQ0W4I1el4Jg,오므데이즈 | OmuDays,음악·보이스형,ASMR보이스,4760.0,10177.5,0.041291649757268,0.5814637385944963,0.6123380129589633,0.3426420661171027,0.7170626349892009,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.581, 채널력=0.612, 성장성=0.343, 팬밀도=0.717, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 10단계 하락 / 최종점수 -0.000 / 성장성 +0.001
771,669,UC_1fX3SC4WggQSzlNDcc9XQ,애랑수,,서브컬쳐게임,9630.0,2839.1,0.0523093113125684,0.5814444523722381,0.4557100431965443,0.4296832469185096,0.8002159827213823,0.4203721168874098,0.99272,보류,False,,팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.581, 채널력=0.456, 성장성=0.430, 팬밀도=0.800, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 225단계 상승 / 최종점수 +0.026 / 성장성 +0.000
772,671,UCpJMekZw63tv1jBeMKd6Hog,[Soyoubi] 소유비,음악·보이스형,ASMR,142000.0,27330.3,0.0264141081989278,0.5810120842081927,0.6932640388768898,0.4653878160333431,0.4778617710583153,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.581, 채널력=0.693, 성장성=0.465, 팬밀도=0.478, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 17단계 하락 / 최종점수 -0.001 / 성장성 +0.001
773,672,UCRlw5w4TkhlN2fvZd5c6XNQ,애니 ZIP,창작·비주얼형,코스프레,5220.0,102377.5,0.0218190944659158,0.5809973127429805,0.8358936285097193,0.5,0.3882289416846652,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.581, 채널력=0.836, 성장성=0.500, 팬밀도=0.388, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 8단계 하락 / 최종점수 -0.000
774,673,UCX0Qk4QtPOlEwBmsbIG4vOg,리뷰야놀자,음악·보이스형,ASMR보이스,699000.0,302088.4,0.0143367575705275,0.5808460548464432,0.8719492440604752,0.5740445069120069,0.2192224622030237,0.4203721168874098,0.9,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.581, 채널력=0.872, 성장성=0.574, 팬밀도=0.219, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 47단계 상승 / 최종점수 +0.006 / 성장성 -0.000
