최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약,channel_thumbnail_url,channel_url,channel_custom_url,channel_title_api
498,UCEuLCV70Fm4Ua3zn-261HhQ,키미도리_메로 KIMIDORI MERO,음악·보이스형,ASMR,57900.0,14084.5,0.040383206407334,0.4280898972018965,1.0,높음,0.4874460043196544,0.4280898972018965,0.7019438444924406,0.718452326396914,0.98208,0.599049186914729,보류,0.4280898972018965,0.7316414686825053,0.4929805615550756,0.1565874730021598,0.7019438444924406,0.8342332613390929,0.4322354211663067,False,,659,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.599, 채널력=0.487, 성장성=0.428, 팬밀도=0.702, 라이브=0.718, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",-318.0,,-0.0506856946563768,-0.0839443292127317,-0.0172786177105831,0.0,False,True,False,False,False,급하락,순위 318단계 하락 / 최종점수 -0.051 / 성장성 -0.084 / 버킷 변경: 즉시검토 → 보류,https://yt3.ggpht.com/1jvNOTAfYeKmfFj3s8n4fzyVeZUDE_DM62s7siqcnbWnjamJh873JmCT027x4dAcyeXJSfdDXA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCEuLCV70Fm4Ua3zn-261HhQ,@mero_kimidori,키미도리_메로 KIMIDORI MERO
499,UCH-H9NuCwsOZa4Q5cEktEWQ,프라군,게임 실황형,젠레스존제로,13000.0,7995.1,0.0209130391188401,0.5979305174904012,1.0,높음,0.6316414686825054,0.5979305174904012,0.3731101511879049,0.5363356060666438,1.0,0.5989162421787991,보류,0.5979305174904012,0.7311015118790497,0.7381209503239741,0.8434125269978402,0.3731101511879049,0.7956263498920086,0.8887688984881209,False,,660,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.599, 채널력=0.632, 성장성=0.598, 팬밀도=0.373, 라이브=0.536, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-147.0,,-0.0185392728690523,-0.0729930895625042,-0.0016198704103672,0.0,False,True,False,False,False,급하락,순위 147단계 하락 / 최종점수 -0.019 / 성장성 -0.073 / 버킷 변경: 성장관찰 → 보류,https://yt3.ggpht.com/7yxQFvdRgIqpCykufBG2Fxid3p_Fx45CpRE3VMfU2LnIwy79orx8COr4xvzbNSAsHLklCE6-XOI=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCH-H9NuCwsOZa4Q5cEktEWQ,@fragoon,프라군
500,UC0sWvYDGJTbscoVTw3I05sw,푸후(쌍둥이 아이돌),버츄얼 퍼포먼스형,버튜버,8490.0,3092.6,0.0683227956930883,0.3468253750697442,0.75,보통,0.4652537796976241,0.3851190313023082,0.8898488120950324,0.4197304400149833,1.0,0.5989154649612782,보류,0.3468253750697442,0.730561555075594,0.4541036717062635,0.0885529157667386,0.8898488120950324,0.5013498920086393,0.8887688984881209,False,,661,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.599, 채널력=0.465, 성장성=0.385, 팬밀도=0.890, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-66.0,,-0.0092786913756935,-0.0381011093100672,0.00377969762419,0.0,False,True,False,False,False,급하락,순위 66단계 하락 / 최종점수 -0.009 / 성장성 -0.038 / 버킷 변경: 검증필요 → 보류,https://yt3.ggpht.com/e4qTQzxpXusS7QlIUMeh5NnJutMRjjcPhCbZ0UngctJjuG_gj8R9pWHp_RCFX20ad6KV8Ij_Iw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC0sWvYDGJTbscoVTw3I05sw,@puhu0828,푸후(쌍둥이 아이돌)
501,UCUyfkq9e9ZfPzxOW5WQ9rzQ,MMTG 문명특급,음악·보이스형,애니송커버,2020000.0,404075.6,0.0309268921235157,0.4955874013794443,1.0,높음,0.6580453563714903,0.4955874013794443,0.5642548596112311,0.6293430658388658,0.88208,0.5988223797782729,보류,0.4955874013794443,0.7300215982721382,0.775377969762419,0.3936285097192225,0.5642548596112311,0.8050755939524838,0.0431965442764578,False,,662,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.599, 채널력=0.658, 성장성=0.496, 팬밀도=0.564, 라이브=0.629, 실전성=0.882, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",-61.0,,-0.0086084640428627,-0.0202204473775326,-0.0205183585313174,0.0,False,True,False,False,False,급하락,순위 61단계 하락 / 최종점수 -0.009 / 성장성 -0.020 / 버킷 변경: 검증필요 → 보류,https://yt3.ggpht.com/5YIN8GJRvvCO_nZD5VCNkQyE9TSUljQx0Abz7SXzLF4SBWd04bqiXVf7hn50BSh3M6uiZMtgoLY=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUyfkq9e9ZfPzxOW5WQ9rzQ,@mmtg_official,MMTG 문명특급
503,UCGHKnMwHyKq0RdeiGhZ1rOw,와니,음악·보이스형,보컬로이드JPOP커버,11000.0,6791.5,0.0395917719863231,0.5,0.0,미산출,0.6119330453563715,0.5,0.6895248380129589,0.4001079913606911,0.98432,0.5986185330453564,보류,0.5,0.7289416846652268,0.7138228941684666,0.521598272138229,0.6895248380129589,0.1142008639308855,0.5380669546436285,False,,663,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.599, 채널력=0.612, 성장성=0.500, 팬밀도=0.690, 라이브=0.400, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",-3.0,,-0.0001131209503238,0.0,-0.0043196544276458,0.0,False,False,False,False,False,유지,순위 3단계 하락 / 최종점수 -0.000,https://yt3.ggpht.com/YXz6KkFqlNvam2BUBxlUXB2rHmPh0h90J8x_P4tkGKGYMr0aWdUWOpUQR1U2T6emU7hCpRYKwg=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCGHKnMwHyKq0RdeiGhZ1rOw,@amiawani,와니
504,UCcGgLfxljQoPoGUGpkQqU1g,도비비 DovIvI,,커버기타,165000.0,14626.7,0.0254395395507969,0.5,0.625,보통,0.7980291576673866,0.5,0.4600431965442764,0.4001079913606911,0.99272,0.5985657166306696,보류,0.5,0.728401727861771,0.9114470842332614,0.521598272138229,0.4600431965442764,0.1142008639308855,0.7308315334773218,False,,664,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.599, 채널력=0.798, 성장성=0.500, 팬밀도=0.460, 라이브=0.400, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",-9.0,,-0.0007516198704103,0.0,-0.005939524838013,0.0,False,False,False,False,False,하락,순위 9단계 하락 / 최종점수 -0.001,https://yt3.ggpht.com/SSxaGuoE0lhBx48hz7VUszRgL6-IjBbVdpSh4dHX8jpu55Zd2JO-OCyMtmHBTJDJv1dZLfMa=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCcGgLfxljQoPoGUGpkQqU1g,@dovivi,도비비 DovIvI
505,UC1vWCOwjpLJQuhHVcWb5yhQ,이훈상,,배그,38600.0,154766.7,0.0235715600927735,0.5,0.0,미산출,0.9144708423326134,0.5,0.4233261339092872,0.4001079913606911,0.97704,0.5983867334773219,보류,0.5,0.7278617710583153,0.9816414686825052,0.521598272138229,0.4233261339092872,0.1142008639308855,0.3744600431965443,False,,665,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.598, 채널력=0.914, 성장성=0.500, 팬밀도=0.423, 라이브=0.400, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287, 수기제외=0",3.0,,0.0005907127429806,0.0,0.0005399568034556,0.0,False,False,False,False,False,유지,순위 3단계 상승 / 최종점수 +0.001,https://yt3.ggpht.com/X1pb5UtY9RtuV_2g-CVw4UBuVqgv2pirIgq8jZqfaaTMDZUMGJqyv4z7T-OCS_LZcagjHoCUOQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC1vWCOwjpLJQuhHVcWb5yhQ,@leehunsang,이훈상
506,UCrPcpr8lzO1GTSSZjm2lV2w,세력버스_,창작·비주얼형,일러스트리깅,311000.0,8605.7,0.072106511242977,0.4901643522494742,1.0,높음,0.4688984881209502,0.4901643522494742,0.9011879049676026,0.4197304400149833,0.88208,0.5983749911115818,보류,0.4901643522494742,0.7273218142548596,0.4611231101511879,0.3374730021598272,0.9011879049676026,0.5013498920086393,0.0431965442764578,False,,666,팬밀도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.598, 채널력=0.469, 성장성=0.490, 팬밀도=0.901, 라이브=0.420, 실전성=0.882, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",-12.0,,-0.0010777599858873,-0.0218790232758163,0.0269978401727861,0.0,False,False,False,False,False,하락,순위 12단계 하락 / 최종점수 -0.001 / 성장성 -0.022,https://yt3.ggpht.com/dbpUOjqOIxQ4QeRMQyGqUWY_QX8qc_VUdCoMWdMaDQwovXcAoSLZ9RUT7cNF2NUQ2rm9N5y2UKc=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCrPcpr8lzO1GTSSZjm2lV2w,@power_bus2,세력버스_
507,UC2B5onlYkZ7IaVekR9yIB6w,GONGSAM TABLE 이공삼,음악·보이스형,ASMR,15500000.0,1226419.9,0.0168595395294302,0.4937205797161317,1.0,높음,0.991900647948164,0.4937205797161317,0.281317494600432,0.4197304400149833,0.9,0.5983093196834556,보류,0.4937205797161317,0.7267818574514039,1.0,0.3849892008639309,0.281317494600432,0.5013498920086393,0.0758639308855291,False,,667,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.992, 성장성=0.494, 팬밀도=0.281, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-107.0,,-0.0131894833170983,-0.0271010064781516,-0.0253779697624189,0.0,False,True,False,False,False,급하락,순위 107단계 하락 / 최종점수 -0.013 / 성장성 -0.027 / 버킷 변경: 검증필요 → 보류,https://yt3.ggpht.com/ytc/AIdro_l6JZuD6XU65aVvlI0Wf79qltdvQFvExNwe1XkrYvpBY4A=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC2B5onlYkZ7IaVekR9yIB6w,@gongsam_table203,GONGSAM TABLE 이공삼
511,UC5WzRqsznVByDXYk7CzAxDg,의지박약소녀,창작·비주얼형,코스프레,4170.0,38702.6,0.0503191176123905,0.5,0.25,낮음,0.5528212742980562,0.5,0.7926565874730022,0.4001079913606911,0.97536,0.5981781282937366,보류,0.5,0.724622030237581,0.6133909287257019,0.521598272138229,0.7926565874730022,0.1142008639308855,0.3115550755939524,False,,668,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.598, 채널력=0.553, 성장성=0.500, 팬밀도=0.793, 라이브=0.400, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",-2.0,,0.0004511339092874,0.0,0.0005399568034557,0.0,False,False,False,False,False,유지,순위 2단계 하락 / 최종점수 +0.000,https://yt3.ggpht.com/SVK2zPqoRW0WOsa8KvU3Hg99D11aKmsPWT2FLajz3Mfa5Nn9cwKRI1ZodcFdJYCZctg3trM5=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5WzRqsznVByDXYk7CzAxDg,@f9-joa,의지박약소녀
512,UCBDz0eYq2j40pTeCmBGosNQ,쵸마린 『ちょマリン』,음악·보이스형,보컬로이드JPOP커버,5750.0,15779.7,0.0517873861516814,0.4862075686496845,0.75,보통,0.582316414686825,0.4896556764872634,0.8056155507559395,0.4197304400149833,0.96464,0.5981713878160895,제외,0.4862075686496845,0.7240820734341252,0.658207343412527,0.3347732181425486,0.8056155507559395,0.5013498920086393,0.1973542116630669,False,,1681,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.598, 채널력=0.582, 성장성=0.490, 팬밀도=0.806, 라이브=0.420, 실전성=0.965, 운영제외리스크=0.136, 검증필요리스크=0.102, 수기제외=0",114.0,,0.0145872589190481,0.0552376363430132,-0.0080993520518358,0.0,False,False,False,False,False,급상승,순위 114단계 상승 / 최종점수 +0.015 / 성장성 +0.055,https://yt3.ggpht.com/uh7nZwur7hgs56vtXIhuw301PYTI5nvy4QzQ5WOddnh8f-jVDabaWl7zm1SsTzLlgh3gme3WTxs=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCBDz0eYq2j40pTeCmBGosNQ,@chomarine,쵸마린 『ちょマリン』
513,UC5ScPjbt-a97AJO7SBj6nAg,Wall Su,게임 실황형,롤,735000.0,77498.1,0.0335870853454409,0.4772620721110541,1.0,높음,0.838525917926566,0.4772620721110541,0.6042116630669546,0.4197304400149833,0.8688,0.5981392140119173,제외,0.4772620721110541,0.7235421166306696,0.941144708423326,0.2937365010799136,0.6042116630669546,0.5013498920086393,0.0377969762419006,False,,1682,성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.598, 채널력=0.839, 성장성=0.477, 팬밀도=0.604, 라이브=0.420, 실전성=0.869, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",-23.0,,-0.0019653191626678,-0.0101046087343892,0.0059395248380129,0.0,False,False,False,False,False,급하락,순위 23단계 하락 / 최종점수 -0.002 / 성장성 -0.010,https://yt3.ggpht.com/d4TlMjnF7kLospY1ivL-9WkyZ5Xt3QIfSHJ6jtBSaALqhf463ceUl4tSsMSBdzsC6BNN-i1s=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5ScPjbt-a97AJO7SBj6nAg,@wall_su1972,Wall Su
515,UCir68f1DVuwXkVtRU_b9woQ,망야 MANGYA,버츄얼 퍼포먼스형,버튜버,26400.0,5607.0,0.0623978825629975,0.3463880925827514,1.0,높음,0.3953833693304536,0.3463880925827514,0.8601511879049676,0.7675976106413333,0.98208,0.598096310111163,보류,0.3463880925827514,0.7224622030237581,0.3255939524838013,0.0572354211663066,0.8601511879049676,0.8625809935205183,0.4322354211663067,False,,669,팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.598, 채널력=0.395, 성장성=0.346, 팬밀도=0.860, 라이브=0.768, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",17.0,,0.0020952833071765,0.0042476085098094,-0.0005399568034557,0.0,False,False,False,False,False,상승,순위 17단계 상승 / 최종점수 +0.002 / 성장성 +0.004,https://yt3.ggpht.com/WPqDkhVYD7UGjJajX5YL4bPv4OujmzRvNqZz6fcOeY2t_5K21xHdo96urzWNi96ySvW8WjXZXjg=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCir68f1DVuwXkVtRU_b9woQ,@망야,망야 MANGYA
518,UC5pk-sk0k4-XokBDlTd5H5A,지타_,게임 실황형,니케,10300.0,1804.0,0.0335331176520209,0.550854696850304,1.0,높음,0.2770518358531317,0.550854696850304,0.6025917926565875,0.9355336407035776,0.98208,0.5978413594957599,보류,0.550854696850304,0.7208423326133909,0.1371490280777537,0.7575593952483801,0.6025917926565875,0.9697624190064796,0.4322354211663067,False,,670,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.598, 채널력=0.277, 성장성=0.551, 팬밀도=0.603, 라이브=0.936, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",1035.0,,0.1373343862196882,-0.0335044034818303,0.5151187904967602,0.0,False,False,False,False,False,급상승,순위 1035단계 상승 / 최종점수 +0.137 / 성장성 -0.034,https://yt3.ggpht.com/dKsoaONaCvlFuH8ga3yNRAZt51laNPOJDhknnqKPgYvz1ZufjlRMC3mt91NWi9wiXsATPJbbPQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5pk-sk0k4-XokBDlTd5H5A,@zitaarchive,지타_
519,UCpnI4xHoIR2RJToBN89aaFw,뇨롱이_YouTube,버츄얼 퍼포먼스형,버튜버,60900.0,72591.7,0.0220373617539381,0.5096472502046574,0.625,보통,0.8069654427645788,0.5060295313779108,0.3893088552915766,0.4197304400149833,1.0,0.5978281803604167,보류,0.5096472502046574,0.7203023758099352,0.9195464362850972,0.6409287257019438,0.3893088552915766,0.5013498920086393,0.8887688984881209,False,,671,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.807, 성장성=0.506, 팬밀도=0.389, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-6.0,,0.0002857861760232,0.0113838344298655,-0.0145788336933045,0.0,False,False,False,False,False,하락,순위 6단계 하락 / 최종점수 +0.000 / 성장성 +0.011,https://yt3.ggpht.com/dvTLLaP7vFA48IKIM56lw03qkfhRqL9E19Cth8r-7NUPoFfxSp8Femhim8qYFbb77-dllwjtk4U=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCpnI4xHoIR2RJToBN89aaFw,@nyorong_ing,뇨롱이_YouTube
520,UC6aGWyIuR_TWIHgPqZPf1ZQ,금휘,창작·비주얼형,코스프레,241000.0,393444.8,0.0148505574427072,0.5783652273719441,1.0,높음,0.8728941684665226,0.5783652273719441,0.2311015118790496,0.4197304400149833,1.0,0.5977808793424177,보류,0.5783652273719441,0.7197624190064795,0.9643628509719222,0.8088552915766739,0.2311015118790496,0.5013498920086393,0.8887688984881209,False,,672,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.873, 성장성=0.578, 팬밀도=0.231, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-34.0,,-0.0024539847896458,-0.0012223361741514,-0.0151187904967603,0.0,False,False,False,False,False,급하락,순위 34단계 하락 / 최종점수 -0.002 / 성장성 -0.001,https://yt3.ggpht.com/yWO5hM5-9dCUUNfCxgiP3sVivbbXGlnfjR_ZUaQuAxgcGbE3z9VR6bHj9KvJAnNsYhNA4onU=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC6aGWyIuR_TWIHgPqZPf1ZQ,@금휘유튜브,금휘
521,UC3b5qacpZhRpxNQTjYGNK3g,때론사베,버츄얼 퍼포먼스형,버튜버,1080.0,282.8,0.1618529953020752,0.4467672766323782,1.0,높음,0.2852726781857451,0.4467672766323782,0.9854211663066956,0.4197304400149833,1.0,0.5976070492476504,보류,0.4467672766323782,0.7192224622030238,0.1490280777537797,0.2024838012958963,0.9854211663066956,0.5013498920086393,0.8887688984881209,False,,673,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.285, 성장성=0.447, 팬밀도=0.985, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-114.0,,-0.0128889406251474,-0.0455644339205054,-0.0005399568034555,0.0,False,True,False,False,False,급하락,순위 114단계 하락 / 최종점수 -0.013 / 성장성 -0.046 / 버킷 변경: 검증필요 → 보류,https://yt3.ggpht.com/ctY9elFQGyNMYkTZOKf5IqPJ-mjw0gBx_iUMZ62m9RyMklNkSIVQnyCkUuCxmwjvTIiaT4DFruE=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC3b5qacpZhRpxNQTjYGNK3g,@saveme-s2t,때론사베
522,UCvbjRInYBxSOF-CR-xpIPMw,리우스럽다,음악·보이스형,ASMR보이스,1550.0,89854.5,0.0593142542274765,0.5,0.0,미산출,0.4968682505399567,0.5,0.8455723542116631,0.4001079913606911,0.97536,0.5975099317494601,보류,0.5,0.718682505399568,0.5134989200863931,0.521598272138229,0.8455723542116631,0.1142008639308855,0.3115550755939524,False,,674,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.598, 채널력=0.497, 성장성=0.500, 팬밀도=0.846, 라이브=0.400, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0006798056155508,0.0,0.0005399568034557,0.0,False,False,False,False,False,유지,순위 1단계 상승 / 최종점수 +0.001,https://yt3.ggpht.com/PxC05BPXxjNAQ07jdOv-SLVsVEfBmVySU-s1jFjgZfCmNanyFTTho8a-D4AUwJv26AY6WGveerw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCvbjRInYBxSOF-CR-xpIPMw,@riwooshorts,리우스럽다
524,UChx6DS1RX77EHwPHRbmwyVw,어땩,음악·보이스형,보컬로이드JPOP커버,2830.0,462.3,0.1205547278979098,0.4000981191173763,1.0,높음,0.3579103671706263,0.4000981191173763,0.9697624190064796,0.4197304400149833,1.0,0.5970750523140762,보류,0.4000981191173763,0.7176025917926566,0.2629589632829374,0.1101511879049676,0.9697624190064796,0.5013498920086393,0.8887688984881209,False,,675,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.597, 채널력=0.358, 성장성=0.400, 팬밀도=0.970, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-390.0,,-0.0642450547086989,-0.2457476784490792,0.0232181425485962,0.0,False,True,False,False,False,급하락,순위 390단계 하락 / 최종점수 -0.064 / 성장성 -0.246 / 버킷 변경: 즉시검토 → 보류,https://yt3.ggpht.com/jG060lE3hCNhgzbzKGla-zJmH1Mhyg5qyw4sMxnZyUjfVFQ4JuqFKVE3dK4QgXIAJ2k4hRaw7A=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UChx6DS1RX77EHwPHRbmwyVw,@oddi312,어땩
527,UC84G3UgA0hr84VJ_T_f1vrA,나 잘한다해짜나,,음악기타,177000.0,323288.3,0.015914857856469,0.5292786969682931,1.0,높음,0.9418466522678184,0.5292786969682931,0.2580993520518359,0.4197304400149833,0.99272,0.5969193221036937,보류,0.5292786969682931,0.7159827213822895,0.9913606911447084,0.7105831533477321,0.2580993520518359,0.5013498920086393,0.7308315334773218,False,,676,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.597, 채널력=0.942, 성장성=0.529, 팬밀도=0.258, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",0.0,,0.0005013613635039,0.0005928849683066,-0.0032397408207343,0.0,False,False,False,False,False,유지,최종점수 +0.001 / 성장성 +0.001,https://yt3.ggpht.com/ytc/AIdro_nXYYcFa-OTeKvRh80xHW38CIP2E5h4Y-ML9R-1MfavxCI=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC84G3UgA0hr84VJ_T_f1vrA,@나잘한다해짜나,나 잘한다해짜나
528,UCGShkYu7YNojzmMWq5OtM4w,다햐,음악·보이스형,ASMR보이스,6000.0,14095.8,0.0442125128231918,0.366227570225769,0.375,낮음,0.5736771058315334,0.4498353388346633,0.7359611231101512,0.4197304400149833,0.99104,0.5969090712431239,보류,0.366227570225769,0.7154427645788337,0.646328293736501,0.212742980561555,0.7359611231101512,0.5013498920086393,0.6263498920086393,False,,677,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.597, 채널력=0.574, 성장성=0.450, 팬밀도=0.736, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-50.0,,-0.0040486798400811,2.944716161223937e-05,-0.0221382289416847,0.0,False,False,False,False,False,급하락,순위 50단계 하락 / 최종점수 -0.004 / 성장성 +0.000,https://yt3.ggpht.com/-bByyV3A4s0LMlW1PhVqlbTIXsyLRs3RBhogQRNQCmJUZr_ySgkPGmMWmofiAWrcxo7Sz91x6A=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCGShkYu7YNojzmMWq5OtM4w,@yokoiouo,다햐
529,UCpu-TmHsMmjCO1g01dbeFLQ,마쀼,음악·보이스형,보컬로이드JPOP커버,1530.0,68.7,0.0934257962728571,0.4616823895743643,0.75,보통,0.2909287257019438,0.4712617921807732,0.9449244060475162,0.4197304400149833,1.0,0.5968005567977452,보류,0.4616823895743643,0.714902807775378,0.1560475161987041,0.2580993520518359,0.9449244060475162,0.5013498920086393,0.8887688984881209,False,,678,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.597, 채널력=0.291, 성장성=0.471, 팬밀도=0.945, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-5.0,,0.0002256322152979,0.0037021676309159,-0.005939524838013,0.0,False,False,False,False,False,하락,순위 5단계 하락 / 최종점수 +0.000 / 성장성 +0.004,https://yt3.ggpht.com/E9bGJhj_cqvLa3RkZwrBGPcBcXZDOkfSgVZeihZSJ3NV-RpHW6Cy9m4JZhar41RkV3HDixIihsQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCpu-TmHsMmjCO1g01dbeFLQ,@마쀼,마쀼
531,UCyCm1Jf-oOQPDNpyRNNcdtA,만나나,창작·비주얼형,코스프레,17200.0,135742.9,0.0267527970043844,0.5,1.0,높음,0.723866090712743,0.5,0.4875809935205183,0.4001079913606911,1.0,0.5965345572354213,보류,0.5,0.7138228941684666,0.8466522678185745,0.521598272138229,0.4875809935205183,0.1142008639308855,0.8887688984881209,False,,679,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.597, 채널력=0.724, 성장성=0.500, 팬밀도=0.488, 라이브=0.400, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0005016198704104,0.0,-0.0026997840172786,0.0,False,False,False,False,False,유지,최종점수 +0.001,https://yt3.ggpht.com/ZJyNHG9JNLF1CdyBbkU-QwtNhhSx0hhJLPOSOjvY8tjN3X8fqAryLsWOM80vUn5Bl1V0_JbsmA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCyCm1Jf-oOQPDNpyRNNcdtA,@mannana10007,만나나
